author,comment,likes,published_at
@nuraind7127,Sudah bau tanah donal bebek trompet kepalamu terlalu besar dan keras malu kalau ngaku kalah ...rakyat AS gulingkan si bebek malah membalikan fakta tau hormuz punya kekuasaan IRAN malah mauvdi kuasai di blokade ..lucubebek😂😂,0,2026-04-18T02:59:55Z
@MrizalRizal-s5p,Dajal,0,2026-04-18T01:12:53Z
@johancaksono6441,Aliloh huakbar semoga Iran dilindungi Alloh bersama tentara dan rakyatnya amin❤❤❤,0,2026-04-17T23:21:35Z
@RonniHidayat-l1s,Kick US out. God saves iranian,1,2026-04-17T18:39:37Z
@LonjongL81,ter masuk presiden kita  minta minyak  kevtrum .,0,2026-04-17T17:34:59Z
@HermanPattiasina,Berita konoha begini isi beritanya,0,2026-04-17T16:26:48Z
@hakikatnur74,Ga jauh rebutan lahan parkir antara geng  kawasan,0,2026-04-17T15:28:11Z
@kangbehaofficial1571,Ngaku cadangan minyak melimpah tp jajah negara orang. Trump. Penya pelerr,0,2026-04-17T14:17:32Z
@TaufikWibowo-c5z,Trump Terlalui Banyak Omong... Seperti Bebek Menguek-Nguekkk....😂😂😂😂,0,2026-04-17T13:52:10Z
@Yoengsun-q4u,Hd tv n chanel kadrun nich ya natasumbernya juga kadrun2semua hti juga syiah yg mrmusuhi Suni.jd ini contrn vidio syiah juga itu pasti.,0,2026-04-17T12:23:11Z
@MakinunAmin-m6h,Semoga Iran dalam keadaan yg baik2 aja dan sehat semua,0,2026-04-17T10:39:07Z
@IskandarHarun-i2z,nenek moyang ngana amrika,0,2026-04-17T10:28:54Z
@arifrohman1564,narasi2 konoha hebat2😅,0,2026-04-17T09:34:26Z
@gussoimjatigunting5714,Israel gk guna untuk dunia bumi hangus kan  Israel,0,2026-04-17T09:01:34Z
@atyujiati4967,Iran negara keren jiwa patriot masyarakatnya.,0,2026-04-17T06:44:24Z
@Junaijiabdulhalim,"Amerika TDK pantas blokade wilayah orang berarti otaknya udah TDK waras,harusnya dijauhi oleh negara Islam timur tengah bantulah Iran kalau ingin merdeka",0,2026-04-17T06:14:03Z
@Mohd.YusoffAbdulKader,ERASE THE WORLD SUPER POWER?,0,2026-04-17T05:44:32Z
@MuhammadCipossik,Ayatoilet tewas di jam pertama serangan pertama sementara iran menyiapkan rudal berhari² padahal kapal2 as ada di dekat mereka😂😂😂,0,2026-04-17T04:36:40Z
@bapaujang3821,"Jelas"" inilah mafia As ingin menguasi negara Arab dimana PBB dan NATO cuman bisa jadi penonton.. semoga Rusia China cpt bertindak",0,2026-04-17T03:43:25Z
@edison6380,"Kalau perang diteruskan , pasti Iran babak belur .",3,2026-04-17T01:50:32Z
@xx_.mateoo,Kebiasaan ngegombal..,0,2026-04-17T00:57:42Z
@EXFERIMENMAWAR,Amerika tdk lg punya power sebagai negara polisi dunia dan israel sebagai negara penjajah smg Allah SWT cepat menghancurkan x Aamiin,0,2026-04-16T23:21:55Z
@UmarUmar-k8z3r,Yaaa Allah lindungilah Iran demi ciptaanmu yaa Allah As. Menghancurkan harapan rakyat dunia,0,2026-04-16T22:46:48Z
@UmarUmar-k8z3r,Komentar Tramp minyak lebih banyak As. Dari pd Arab saudi rusia kenapa Arab saudi masih di beri peluang Amerika utk kerjasama dgn Amerika,0,2026-04-16T22:44:15Z
@AbieBabnic,Kenapa g d tembak aja,0,2026-04-16T22:39:41Z
@underground9633,Donal  iblis mulut rusak ucapan nya sdh gk bisa dipercaya freeet,0,2026-04-16T18:53:31Z
@bakulsusu9284,Koyo rampok,0,2026-04-16T17:53:53Z
@KurdiYulianto,Kalau memang banyak minyak y AS ngapain Luh ganggu dan kepo ngurusin dan ngatur negara lain udah gila si manusia busuk  Trump urusin aja negara Luh sendiri dasar siting stress gila AS,0,2026-04-16T16:56:58Z
@MisSuryani-p7v,perlawanan Iran. terhadap AS hari ini kita tahu dunia selama ini korban gertakan trump.terutama negara timur tengah. Venewzela. indonesia dll lihat saja AS tidak berani Caina. iran. sepanyol. harusnya negara berdaulat yg lain harus lawan Trump.,0,2026-04-16T16:28:06Z
@ElenElen-t1j,dari oada dunia hancur anak anak perempuan.mati terbuh segara turunkan tram dari jabatannya,0,2026-04-16T16:14:37Z
@HatarSiya-iz9kq,Olo ga ada,0,2026-04-16T16:07:25Z
@ElenElen-t1j,Sekarang Amerika blokade lagi selat Hormuz maksudnya apa sudah bunuh pemimpin iran dengan alasan senjata nuklir eh malah pindah blokade selat Hormuz manusia apa itu akal busuk masa tidak di tau,0,2026-04-16T15:41:19Z
@ElenElen-t1j,Nah pertanyaannya untuk apa Amerika membunuh pemimpin iran dengan alasan senjata nuklir,0,2026-04-16T15:36:30Z
@ElenElen-t1j,Yang jelas Amerika ingin menguasai selat Hormuz dan itu akan menimbulkan perang Dunia lebih besar,0,2026-04-16T15:32:49Z
@NazarRudin-z7n1f,As udh kalah perang cuma tinggal mati presiden nya,0,2026-04-16T15:28:06Z
@FairAja-u9z,"Seharusnya judul beritanya ""AMERIKA TELAH MEMBUKA BLOKADE DI SELAT HORMUS YANG SEJAUH INI DI LAKUKAN OLEH IRGC/ IRAN "".

Bagaimanapun juga proxy² iran sangat gencar melakukan pembodohan massal dengan fitnah² dan pemutar balikkan fakta.

Hanya orang² bodoh yang mudah di bodoh bodohin informasi yang serampangan.",1,2026-04-16T14:26:20Z
@AbdulMazid-r6z2m,Tram perampok minyak fenuzwrla gilakakek pikunnih,0,2026-04-16T14:22:02Z
@ArdyBathin-q8o,Iran!!! Destroy united states,0,2026-04-16T14:19:12Z
@MarbunBanjarnahor-v2l,"Mantap  sikat habis - habisan .
Minyak apa minyak kontol sedangkan rakyatnya mengeluh masalah minyak mahal .",0,2026-04-16T13:54:34Z
@LasminLasmin-i4w,IRAN kalau bisa Jangan cuma mengancam Ini Perang bukan main main sdh jelas kapal as kelihatan  langsung diRUDAL  aja.,0,2026-04-16T13:26:34Z
@HizkiaSilalahi-n6u,Pake  apa nenbaknya haha🤪🤪🤪,0,2026-04-16T13:11:55Z
@itavitasarivitasari,Benar-benar ini donaal bikin  masalah lagi bagaimana menurut negara,0,2026-04-16T13:02:04Z
@RudyLourence,We dont trust against Iran what ever they say.,0,2026-04-16T12:44:49Z
@ROBZ8200,"MEDIA KONOHA PALING JAGO SEBARKAN HOAX BIAR LAKU 😂 KARENA MEREKA TAHU WARGA KONOHA PALING DOYAN DAN PERCAYA KALAU BERITA HOAX, MAKLUM HIDUP MEREKA AJA HOAX 😂😂😂😂 LOL LOL 😂😂😂",0,2026-04-16T12:33:53Z
@tumingan883,Intinya Amerika ingin menguasai minyak dari Orang dengan alasan nuklir yg dipermasalahkan,0,2026-04-16T12:32:01Z
@HadiesVanjava202-y8l,Trump presiden banyak bacooot,0,2026-04-16T12:26:33Z
@trikster_eve347,Balas tanpa ampun. Lenyapkan penjajah biadab. Israel as sampai daratan Amerika Pentagon dihancurkan  erjihad melenyapkan penjajah. Biadab Israel Amerika allohuakbar,0,2026-04-16T11:42:06Z
@Sabrisabri-c1u,Rakan prasato,0,2026-04-16T10:36:01Z
@MulYadi-j4p,Mun deket di cekek si tram,0,2026-04-16T09:49:25Z
@adiraksanagara5945,Allahu akbar! 👍💪🙏,0,2026-04-16T08:51:44Z
@MahfudsutiSuti,As ndabrul..omong kosong...nonsaen....tukang tipu...!!,0,2026-04-16T08:32:14Z
@AdiyDay,Habisi saja as kenapa takut sama as setiap negara harus berani sama as,0,2026-04-16T08:23:58Z
@mumumusadad479,"الله أكبر الله اكبر الله اكبر ولله الحمد لك الحمد وآليك المشتكى وانت المستعان وصلى الله على خير خلفه سيدنا ومولنا محمد وعلى اله واصحابه وسلم اجمعين.
Allah maha besar3...segala puji milik Allah SWT hanya kepada Engkaulah kami mengadukan segala sesuatu permasalahan dan kami Yaqin Engkau lah yg akan menolong kami. Salam sejahtera untuk makhluk terbaik-Mu Nabi Muhammad SAW.
Kami Yaqin Allah SWT tidak akan meninggalkan orang/kaum/bangsa yg bertindak sesuai dengan aturan-Nya. Pertolongan Allah SWT akan ditujukan kpd Bangsa yg menjungjung tinggi syari'at-Nya.",2,2026-04-16T07:55:56Z
@SupriSupri-p1r,"Sepertinya,trum yang asli telah tewas dirudal usia.yang bicara itu AI yang korsleting.",0,2026-04-16T04:58:18Z
@hadisoejatno7445,"Salam 🙏 Iran jalan kebenaran blokade adakan keamanan wilayah hak Iran.
Iran blokkade demi keamanan negara rakyatnya..
Salahkan Iran pertahankan diri.
Lawan perangi preman dunia niat jahat tak kenal kemanudiaan.
Salam 🙏 juangan Iran Jalan kebenaran",0,2026-04-16T04:56:46Z
@alma07_a,Trum perampok,0,2026-04-16T04:40:08Z
@nurasmia,USA BANYAK MINYAK HASIL MALING DI NEGARA TIMUR TENGAH....SAMA KAYA KORUPTOR BANYAK UANG HASIL MALING....TAPI KALAU MODAR BANYAK YG DOA KAN KE JAHANAM😅😅😅,0,2026-04-16T04:29:36Z
@YantiAdnan-j3y,Bhong bgt trum nekat invasi ke Iran krna buru minyak d irak,0,2026-04-16T04:05:13Z
@Realita-d2r,"Seluruh negara kalau butuh minyak ke Amerika - kata Trump, di suruh ber telur, setelah bertelur disuruh untuk pulang, kalau minyak nya Amerika melimpah ruah, kenapa harganya minyak nya melimpah tinggi dan serta harga bahan pokok di pasar lebih mahal, bukan harganya minyak nya menjadi anjlok turun teraktis, malah ngomong tram tidak sesuai dengan kenyataan yang terjadi sama rakyat, tidak sehat omongannya tram dan tidak normal pada manusia umumnya,",0,2026-04-16T03:29:53Z
@renisetiawati3959,Habisi terus biar ga songong lagi amerika,0,2026-04-16T03:10:46Z
@trmuhibuddin498,Amerika ngeklaim banyak minyak padahal cuma ngehayal,0,2026-04-16T03:01:24Z
@ifsidik,"Allah melindungi dan memberi kekuatan kepada Iran 🇮🇷..Allahu Akbar,,,!!!",2,2026-04-16T01:21:10Z
@Ahmad-d4d4o,Masyarakat international umumnya MUAK MELIHAT KELAKUAN AMERIKA & ISRAEL  SLALU MERUSAK NEGARA BEGARA LAIN,0,2026-04-15T23:49:02Z
@Ahmad-d4d4o,"SEBAIKNYA AMERIKA &ISRAEL ITU DIKROYOK OLEH NEGARA NEGARA PBB 
BIAR DIPATAHKAN DOMINASINYA AGAR TIDAK SOMBONGNYA NG LAGI DAN PATUH DGN HUKUM INTERNATIONAL",0,2026-04-15T23:47:01Z
@Ahmad-d4d4o,Walah UDAH JELAS DI USIR ITU KAPAL AS SEHARUSNYA AS MALU ITU DI USIR IRAN,0,2026-04-15T23:44:51Z
@Ahmad-d4d4o,Selat Hormus itu adalah daerah Teritorial Iran. Diakui secara Hukum international. Amerika yang Kurang Ajar semena mena slalu membuat kekacauan dan kerusakan bersama israeldimuka bumi ini,0,2026-04-15T23:43:09Z
@MarjanJane,"Bgaimna Israel ga berat hati yang di ancam itu Iran mau lenyapkan Israel  trus di muka bumi perdamean itu seharusnya ketiga negara itu harus hadir sama2 negosiasi itu baru damai,",0,2026-04-15T22:28:49Z
@AkunBaru-x4j2o,Persiden setres,0,2026-04-15T22:20:00Z
@riefa3399,teroris sebenarnya donal bebek fan setan nyahu,0,2026-04-15T21:12:12Z
@Aliyudin-e7i,"Lawan terus Iran, sampe mati jngan mau kalah dg zionis",0,2026-04-15T21:04:39Z
@KAHFCHANEL,"Yang jelas.

.IRAN BUKAN KONOHA....JANGNA INJAK INJAK WILAYAH KAMI...ALLAH SDH MENJAMIN NYA BAGI HAMBNYA YG BERJUANG MELAWAN PENJAJAH ❤❤❤❤❤",0,2026-04-15T20:41:22Z
@PakJu-y2p,"Destroy Donald Duck, remove America from the world map",0,2026-04-15T20:41:18Z
@KAHFCHANEL,Minyak asal merampokkkk dari negara muslim 😅😅😅,0,2026-04-15T20:38:01Z
@YuliAstutik-j3i3u,Iran,0,2026-04-15T19:13:18Z
@saranaadii,Media Pendongeng 😊,0,2026-04-15T18:02:30Z
@KasionoKasiono-b4h,Banyak bacod trump🤣,0,2026-04-15T17:46:25Z
@qiancellular2398,"Kompak warga nya untuk serang lawan. Ga kaya konoha, si b-attack tolol malah bela penjahat komunis",0,2026-04-15T16:53:33Z
@JaMilin-n2y,Tramp dah stres .gak bisa  buat damai.siap as jd hancur,0,2026-04-15T15:51:45Z
@agusbbl-e5c6z,"Bravo Iran 👍♥️♥️♥️♥️♥️♥️♥️♥️♥️👍, Iran is the Best 🇮🇷🇮🇷❤️❤️❤️👍👍",0,2026-04-15T15:38:23Z
@mocharif1878,Allahu akbar.semoga Iran  memberantas Amerika Israil.aamiin,0,2026-04-15T15:16:39Z
@CheeOnong,Trump amirerka Yahudi setanyahu Israel Yahudi jelas sekali dengan sedaya upaya untuk merampas minyak sumber kekayaan negara Islam semenjak dari dulu hingga kini ..terutama negara² yg baru mmbngun akan dilantik semahu-mahunya nafsu serakah amirerka n Israel...kena Iran yg berani tegas kesiapsediaan Iran mnhadpi dgn tenang dan cerdas sekali..Iran DPT membaca fikiran² jahat niat dan matlamat amirerka Israel...teruskan perjuangan Iran ..berani kerana benar..Allah x tidur dan x diam..AllahuAkbar..,0,2026-04-15T15:08:04Z
@AbahJainal-c3b,tran pembicaanya ngelantor kyak orang gila,0,2026-04-15T14:58:26Z
@widyokoraharjo2572,Opo wani iran nyerang dulu AS,0,2026-04-15T14:48:24Z
@diannursidah5460,kl mati DB n netanyahu aman dunia...,0,2026-04-15T14:47:12Z
@edykaryanto5368,Iran jgn mundur....,0,2026-04-15T14:37:42Z
@BapakSatijo,Donal Tram rakos serakah semua negara dimusuhi,0,2026-04-15T14:37:03Z
@m.driyan604,Allahu Akbar.....Semoga Rakyat Iran dan para tentaranya diberi kekuatan untuk melawan kesombongan dan kecongkakan,8,2026-04-15T14:30:51Z
@HasanBusri-i8l,allahuakbar iran,0,2026-04-15T14:22:07Z
@SutiknoUtik-h2n,Bacot nya Trump sok hebat nya ta nya hancur semua berikut pasukan nya,0,2026-04-15T14:09:07Z
@widiastuti3999,Tramp cocot ngasu yg suka bikin gaduh global.,0,2026-04-15T13:54:05Z
@abssejahtra5324,"Semua orang berkata blokade menimbulkan masalah itu sudah pasti,tapi tidak membahas kejahatan America intervensi negara lain, bahkan PBB hampir melahirkan resolus yang memihak terhadap kepentingan Amerika",0,2026-04-15T13:46:16Z
@SalimZahari,"Trump Dajjal yg sombong dan panik, semoga Allah SWT memberikan Azabnya.... Aamiin YRA 🤲🤲🤲",0,2026-04-15T13:17:04Z
@RaffasyaFathan-p3w,"Doniii... Doni... 
Ndawir teruuus... 
...kalo Minyak dari USA lebih banyak kenapa RIBUT selat Hormuz yg ditutup.
Kenapa Harga BBM di USA naek atuuuh...  🎉
😂",2,2026-04-15T12:55:08Z
@ekohandoyo3829,iran makin memble atw jangan jangan mau jg jd jongosnya amerika ky negara teluk lainnya! di blokir ma amerika cm diam aja ?,0,2026-04-15T12:32:01Z
@WawanIndirwan-j4r,Jangan mau di atur Amerika busuk penjajah miyak,0,2026-04-15T12:23:38Z
@SyarifuddinAli-n6u9d,Mudah2an allah murka terhadap tramp.,0,2026-04-15T12:22:59Z
@SyarifuddinAli-n6u9d,"Sudah bau tanah masih juga pikirkan dunia ga, ada orang hidup seratus thn sadarlah pikirkan rakyatnya terlalu seraka ,",2,2026-04-15T12:20:22Z
@AzisBroker,Cadangan oli bekas...beriita hoaks...😂😂😂,0,2026-04-15T12:13:27Z
@SyarifuddinAli-n6u9d,Tramp itu orang gila dia tidak pikirkan rakyatnya,0,2026-04-15T12:12:20Z
@BanjarRatuu888,"Berita gaada yg benar semua hoax,!",0,2026-04-15T11:37:10Z
@aseprudiana1198,Biangkerok cuma 2 di dunia ini..donal bebek dan tetenyaho..itu lenyap dunia aman..jadi paham yg harus di hilang kan..cicit dajal itu,0,2026-04-15T11:29:23Z
@MarioGuterresBarreto,Baguslah rakyat turun ke jln utk tahu persis posisi koordinat militer Iran spy gampang dilenyapkan Israel,0,2026-04-15T11:06:52Z
@denbagusengarso4375,Trum makin lama makin stress,0,2026-04-15T10:38:18Z
@asmara2047,No need taled just Booom. ..easy brooo. . forget it ceasefire,0,2026-04-15T10:33:26Z
@asmara2047,Klo kita perhatikan setiap wawancara sibeostein selaku ada d luar air force one ..mungkin klo dia selalu d white house takut jdi incaran Bom Iran ..😅😅😅😅,0,2026-04-15T10:31:22Z
@asmara2047,Mknya jgn d bodohi zionis ngapain. Cesse fire dgn negara zionis.  .Iran why?,0,2026-04-15T10:29:32Z
@pancasetiarosa,Hati hati trum n netanyahu sdh jadi target sah perang...,0,2026-04-15T10:24:42Z
@JhonicalPadang,Lawan saja siapa yang kuat,0,2026-04-15T10:04:08Z
@anissaheriyawan6546,Tukang bual 😂😂 pdhl AS kot cekot2 😅😅,0,2026-04-15T10:01:39Z
@aminwulan27,"pemerintah kita harus tentukan sikap,kita ikut Iran atau malah di bawah ketiak Amirika.",0,2026-04-15T09:44:21Z
@merisusanti1564,"Jgn percaya omongan si Trump, dia halu",0,2026-04-15T09:35:25Z
@hariati2855,Saya heran kenapa dalam situasi begini malah menhan kita melakukan kerjasama dg perampok us...,3,2026-04-15T09:04:31Z
@robertmarbun9196,"Akhir ny AS membuat Iran bnar2 miskin.
Bahkan akan  membuat iran kembali ke jaman onta.
Seluruh barang tidak bisa masuk dan keluar dari Iran.",0,2026-04-15T08:52:33Z
@Brekan-i1p,Ayo Iran rudal lagi,0,2026-04-15T08:52:21Z
@YudinTea-m2x,Mana bisa trampe,0,2026-04-15T08:47:23Z
@aminudin5814,Bersiaplah jika kalian berbaik dengan AS untuk dirampok.,0,2026-04-15T08:12:39Z
@Djibriel8,PBB TIDURRRRRRRRRRR😂,0,2026-04-15T08:00:49Z
@endanghermina849,Tram presiden yg menarik dengki melihat orang sehat kaya presiden bahil,0,2026-04-15T07:56:37Z
@endanghermina849,Tram sombong tak ada minyak disana,0,2026-04-15T07:53:57Z
@EddysusantoSanto-q8t,AWAS ...!!! AS ITU LICIK ... IRAN  FOKUS KE SELAT HORMUZ ... TENTARA 3 AS MENYELINAP KE IRAN HATI 2 DENGAN  KEKICIKAN AS ...!!!,0,2026-04-15T07:30:04Z
@hermansetiawan5896,Iran melarang tanker melewati selat hormuz dan minta bayaran 2 juts dolar sekarang amerika melaranh tanker2 yg membawa dari pelabuhan iran dan juga kapal yg membawa barang kepelanuhan iran ini ide yg cemerlang dari trum  .ini membuat iran bangkrut,0,2026-04-15T07:22:03Z
@ipuryoutube1234,Aku yakin itu hanya hayalan Donal tramp.yg pasti makin menambah musuh penjajah as.,0,2026-04-15T07:05:04Z
@Rama-ik7sm,hati busuk,0,2026-04-15T07:03:31Z
@Attohiri,"Setannyahu trum ,jahat.",0,2026-04-15T06:57:49Z
@RoyVival,Ngakak 🤣🤣,0,2026-04-15T06:55:16Z
@XULLA91,"ibaratnya halaman rumah kita di blokir orang dari kampung lain, marah ga lu",2,2026-04-15T06:31:21Z
@ZaenalMamben,Berjuang trusss Iran lawan Provokator jahat dan  dan hancurkan mereka jangan mundur sedikitpun.,1,2026-04-15T06:29:09Z
@Suharyati_rah,"MasyaAkloh,semoga Alloh SWT,memberikan kekuatan oada IRAN dan Palestina❤",7,2026-04-15T06:11:53Z
@ikanazirah8694,"bersatu china,iran,rusia....hapuskan gologi Duck yg mna tlah menyalahgunakan kuasa terhadap dunia,",2,2026-04-15T06:03:46Z
@suparnohp197,"Trump berhati busuk iri dengki kalau Iran beruntung, akhirnya jadi bajak laut....model anyar....🤣😂🤣😂",0,2026-04-15T06:00:33Z
@RusliLi-c7m,STELAH INI NEGARA ISLAM MANA LAGI YG KALIAN JAJAH ?,0,2026-04-15T05:45:33Z
@RusliLi-c7m,woi TRAM  blokade saja wilayah kakek mu biadab,0,2026-04-15T05:44:08Z
@ldjunaedimubar4213,"Rudal saja jangan beri waktu untuk kabur .. 
As hanya gertak",0,2026-04-15T05:39:26Z
@zahiya-m8z,Cenel maksudku,0,2026-04-15T05:37:42Z
@zahiya-m8z,Semangt mas ...iki ko jatim ...ponorogo...tp jangam ilustrasi lo yaaa kmarin lihat sampai selesai ternyata bohongan lupa cenellnya maaas.,0,2026-04-15T05:35:53Z
@BlackMamba-x8y4k,Bravo Iran hancurkan Israel dan Amerika,0,2026-04-15T05:23:45Z
@BlackMamba-x8y4k,Bacot doang si Donal kodok,0,2026-04-15T05:22:20Z
@santislh,Mau nya kalian kesini temui mereka yng buat onar,0,2026-04-15T05:04:58Z
@DidinWarsa-m3t,C  cabul pusing,0,2026-04-15T05:04:29Z
@santislh,"Assalamu'alaikum, Amerika Israel iran hrs berhenti penyebab kalian semuanya ada di sini otng mandar nm nya salim santet nya katanya yng bikin kalian kacau di aana itu katanya istri nya",0,2026-04-15T05:04:24Z
@ClashPiedie,"Benar cdangan minyak as bnyk, tp bukan hasill dri negaranya, melainkan hasil rampasan di venezuela",1,2026-04-15T04:48:02Z
@AkunpakSuparno,Penjajah gila,0,2026-04-15T04:31:33Z
@sugihartotanto8154,"US vs iran = buka vs blokade.
Logikanya US yg mau buka blokade supaya kapal2 bisa lewat. Kenapa jadi kebalik2 nih.. ADMIN ngaco",0,2026-04-15T04:19:37Z
@bungben7662,"Saya kadang terherman herman dgn warga +62 karena dahulu sangat menghujat golongan syiah...bahkan MUI pun mengatakan waspada dengan segala aktivitas syiah di Indonesia  waspada terhadap ajaran syiah yang dianggap menyimpang dari Ahlus Sunnah Wal Jamaah (Sunni), atau lupa bahwa Iran mayoritas syiah?
Kini pada sibuk mengagung agung kan orang orang syiah....kemungkinan klo perang Iran vs Israel berakhir.....kembali menghujat habis habisan orang syiah😂😂😂",0,2026-04-15T03:54:12Z
@YosepLagaBuran-q8k,bagaimana kalau diblokade iran,0,2026-04-15T03:47:19Z
@jumadialfians1736,YA tram  abisin aja penjahat kemanusiaan Amerika Serikat itu Ok,0,2026-04-15T03:32:10Z
@Sal-r7j,Yg Zalim pasti Hancur....macam Firaun,0,2026-04-15T03:30:34Z
@zidanepandi6606,Minyak hasil perampokan,0,2026-04-15T03:28:28Z
@SriWahyuni-d6c2c,Udh hilang akal dan maulnya ini aki-aki Trump...,0,2026-04-15T03:26:34Z
@ninaNlm8467,Yg dilakukan Trum seperti Anak kecil yg tenggelam diarus sungai deras. 😂,5,2026-04-15T03:16:48Z
@ferdisaputra16sixtens86,PAK TUA TIDAK LAMA LAGI LW MATI 😡😡,0,2026-04-15T03:10:40Z
@tutihartati4231,Ya Allah kuatkan Iran dalam melawan Donal dzolim dan Israel zionis. Aamiiin3x,4,2026-04-15T02:47:15Z
@BayuHakiki-t1l,"Presiden yang sangat arogan,mau kontrol negara orang,tanpa memikirkan rakyat di belakangnya,semoga kemenangan ada di tangan iran ya Allah mudahkanlah bagi Iran untuk menghancurkan perusak ini amin",0,2026-04-15T02:44:33Z
@Sudaryo-vj9ys,"Amerika udah patah taringnya , buang kesampah perjanjian tram..",0,2026-04-15T02:44:10Z
@MbahSodikin-m7x,"Saya bangga lihat prinsip iran YG tegas.. Brave iran... 
Pejuang sejati.. 
ALLAHU AKBAR",13,2026-04-15T02:01:05Z
@AbuBakar-t5i7o,Kapal Amerika jangan boleh masuk dan Israel karna sudah banyak korban berjatuhan karna isrsel bila pe4lu bunuh Netanyahu dan tram biar aman amin2yarobbal alamin,0,2026-04-15T01:53:04Z
@oktavia458,"Smg Iran diberi kemenangan,dan smg hancur leburlsh AS dan Israel penjajah biadab",0,2026-04-15T01:51:07Z
@BanyuBening-g4r,Kompas  =  komando pastur ..... BLOKIIIIIIIRRRR!!!!,0,2026-04-15T01:50:36Z
@oktavia458,Mantsp sikat,5,2026-04-15T01:49:53Z
@Picapel07,amerika suda gila coyy,0,2026-04-15T01:40:07Z
@ZhirulZere,"Amerika itu pencuri,dan kenapa negara negara bodoh yang mau mengikuti Amerika, Amerika pencuri pencuri",0,2026-04-15T01:37:12Z
@Zenn_kw,Kayak bocah lagi berantem ini si trump.. haha,0,2026-04-15T01:30:43Z
@ZhirulZere,Iran dalam lindungan Allah SWT 🤲🤲,2,2026-04-15T01:26:00Z
@ZhirulZere,"Trum ini sudah gila yaa,itu negara orang😂😂😂😂sudah jelas Amerika seorang pencuri,kenapa masarakat Amerika suka presidennya seorang pencuri",0,2026-04-15T01:25:01Z
@SunarsihNingtyad,"Pembicara,an Tram ini, orang bodopon,,menganggab, Tram  gila /,,tak,waras,    ,Hidub  IRAN❤❤❤",0,2026-04-15T01:22:32Z
@ZhirulZere,"Tanah milik negara Iran berdualat,kini Amerika ingin mecurunya lagi??😂😂😂memang pantas trum mendukung Israel karna memang sama sama pencuri 😂😂😂",0,2026-04-15T01:20:21Z
@4PuteraChanel,Pengamat ini hayalan nya tinggi juga 😂😂,0,2026-04-15T01:09:55Z
@Sunarto-d1b,Jangan.   Kasih. Masuk.   Tampak.  Barat.   Timur.  Tengga.   Mangkin.   Maju.   Dan.  Tentram.     Oky.  Iran.,0,2026-04-15T01:07:16Z
@Anis-m3q8g,Ini pernyataannya Trump yg sudah gila,0,2026-04-15T00:58:06Z
@DHT_89,Perang perango tapi jangan merugikan negara lain.. Urusi urusan kalian,2,2026-04-15T00:53:42Z
@hjmawardah1103,Cocot trambol😂,0,2026-04-15T00:52:26Z
@FarhanMubarok-ur3xi,PBB bubarkan saja apa gunanya KLO hukum yg di hasilkan saja bagi yg melanggar nggak ada tindakan  SPTI kejahatan setanyahu dan Tram maka PBB itu hanya kumpulan drama para agrasor p yg tak menjunjung KA adilan,0,2026-04-15T00:37:50Z
@MediJunaedi-y3q,Iran maju terus keluarkan senjata. mu yg canggih ga usah takut sama penjajah dan penjahat perang Allah pasti bersama orang orang membela agama rohmstan lil alamin,2,2026-04-15T00:33:34Z
@AwuxsSadewa-u5w2i,"Haus duniawi si Donald trump
Nanti baru tau kena adzab tuhan",0,2026-04-15T00:32:32Z
@SyahdanNasution-m4g,Si mulut comberan trump.ngomong nya banyak ngelantur...😂😅,0,2026-04-15T00:26:41Z
@wiwikbwi9198,Udah bangkrut masih ngotot. Memalukan,0,2026-04-15T00:07:51Z
@prasetyowibowopampam3901,"IRAN SEBAIKNYA JANGAN MENGGUNAKAN RUDAL UNTUK MENYERANG KAPAL PERANG.

BERESIKO MENGHABISKAN STOK RUDAL DENGAN PELUANG MENGENAI TARGET SANGAT KECIL.

PELUANG MENJAGA AREA LINGKUP KECIL KAPAL PERANG LEBIH MUDAH DARI PADA IRON DOME YANG MENJAGA WILAYAH LUAS.

LEBIH EFEKTIF MENGGUNAKAN DRONE ATAU PESAWAT AEROBATIK YANG MURAH UNTUK MENGHABISKAN STOK RUDAL & AMUNISI PERTAHANAN KAPAL PERANG.

KECUALI KAPAL PERANG MENGGUNAKAN LASER BEAM & ELEKTROMAGNETIC WAVE.

LEBIH EFEKTIF SERANGAN DARI KEDALAMAN LAUT MENGGUNAKAN DRONE KAPAL SELAM, MAUPUN SATU ORANG KAMIKAZE BOM BUNUH DIRI DARI BAWAH PERMUKAAN KAPAL PERANG KOMBINASI ELECTRO JAMMED DAN SERANGAN UDARA UNTUK MENGALIHKAN RADAR PENGAWASAN DAN PEMBAGIAN PETUGAS PENANGKAL.

APABILA TIDAK MEMPAN,
GUNAKAN RUDAL BALISTIK HULU LEDAK NUKLIR UNTUK DILEDAKKAN DI LAUT RADIUS DILUAR JANGKAUAN PERTAHANAN KAPAL PERANG TAPI MEMBERIKAN EFEK GELOMBANG TSUNAMI YANG MEMBUAT KEMIRINGAN KAPAL PERANG CUKUP SIGNIFIKAN MEMPENGARUHI KALKULASI SUDUT PENANGKIS SERANGAN UDARA DAN ADA KEMUNGKINAN MEMBUAT SISTEM MELESET GAGAL MENCEGAT RUDAL YANG DATANG MENYERANG.",0,2026-04-15T00:06:24Z
